,Carro ,ANO ,Placas,Cor,Nome,Milhas ,ID Number,Nome ,Titulo ,Licen,SEGURO ,FASTRACK ,Recall ,GASTOS ,RECEBIDOS ,TOTAL 
ALUGADO ,C-MAX,2013,8YES705,PRATA,0,98431,1FADP5CU9DL531362,JG,CLEAN ,abril 24,FARMERS,SITE,0,"$ 11,926.00","$ 10,535.00","-$ 1,391.00"
